Crash Number,City Town Name,Crash Date,Crash Severity,Crash Status,Crash Time,Crash Year,Max Injury Severity Reported,Number of Vehicles,Police Agency Type,State Police Troop,Age of Driver - Youngest Known,Age of Driver - Oldest Known,Age of Vulnerable User - Youngest Known,Age of Vulnerable User - Oldest Known,Crash Hour,Driver Contributing Circumstances (All Drivers),Driver Distracted By (All Vehicles),First Harmful Event,Is Geocoded,Light Conditions,Manner of Collision,MassDOT District,Vulnerable User Action (All Persons),Vulnerable User Location (All Persons),Vulnerable User Type (All Persons),RMV Document Numbers,Road Surface Condition,Roadway Junction Type,RPA Abbreviation,Total Fatalities,Total Non-Fatal Injuries,Traffic Control Device Type,Trafficway Description,Vehicle Actions Prior to Crash (All Vehicles),Vehicle Configuration (All Vehicles),Vehicle Emergency Use (All Vehicles),Vehicle Towed From Scene (All Vehicles),Vehicle Travel Directions (All Vehicles),Weather Conditions,County Name,Crash Report IDs,FMCSA Reportable (All Vehicles),FMCSA Reportable (Crash),First Harmful Event Location,Geocoding Method,Hit and Run,Locality,Most Harmful Event (All Vehicles),Road Contributing Circumstance,School Bus Related,Speed Limit,Traffic Control Device Function,Vehicle Sequence of Events (All Vehicles),Work Zone Related,Vulnerable User Sequence of Events (All Persons),Vulnerable User Distracted By (All Persons),Vulnerable User Traffic Control Type (All persons),Vulnerable User Origin Destination (All Persons),Vulnerable User Contributing Circumstances (All Persons),Vulnerable User Alcohol Suspected Type (All Persons),Vulnerable User Drug Suspected Type (All Persons),X,Y,Latitude,Longitude,Street Number,Roadway,Near Intersection Roadway,Distance and Direction From Intersection,Milemarker,Milemarker Route,Distance and Direction From Milemarker,Exit Number,Exit Route,Distance and Direction From Exit,Landmark,Distance and Direction From Landmark,AADT-linked RD,AADT Year-linked RD,Peak % Single Unit Trucks-linked RD,Single-Unit Truck and Bus AADT-linked RD,Peak % Combo Trucks-linked RD,Combination Truck AADT-linked RD,Curb-linked RD-linked RD,Jurisdiction-linked RD,Truck Route-linked RD,Left Sidewalk Width-linked RD,Right Sidewalk Width-linked RD,Left Shoulder Width-linked RD,Left Shoulder Type-linked RD,Surface Width-linked RD,Surface Type-linked RD,Right Shoulder Width-linked RD,Right Shoulder Type-linked RD,Number of Travel Lanes-linked RD,Number of Opposing Travel Lanes-linked RD,Median Width-linked RD,Median Type-linked RD,Urban Type-linked RD,Functional Classification-linked RD,Urbanized Area-linked RD,Federal Aid Route Number-linked RD,Facility Type-linked RD,Street Operation-linked RD,Access Control-linked RD,Number of Peak Hour Lanes-linked RD,Speed Limit-linked RD,Street Name-linked RD,From Street Name-linked RD,To Street Name-linked RD,City-linked RD-linked RD,Structural Condition-linked RD,Terrain-linked RD,Urban Location Type-linked RD,AADT Derivation-linked RD,AADT Station Number-linked RD,Opposing Direction Speed Limit-linked RD,Undivided Left Shoulder Type-linked RD,Undivided Left Shoulder Width-linked RD,Truck Exclusion Type-linked RD,Truck Exclusion Time-linked RD,Federal Functional Classification-linked RD
5606356,MALDEN,11/6/25,Property damage only (none injured),Open,8:26 AM,2025,No Apparent Injury (O),2,Local police,,18-20,25-34,,,08:00AM to 08:59AM,D1: (Unknown)  / D2: (Unknown) ,,Collision with motor vehicle in traffic,Yes,Daylight,Head-on,4,,,, PW20254654223,Unknown,Not at junction,MAPC,0,0,No controls,"Two-way, not divided",V1: Travelling straight ahead / V2: Travelling straight ahead,V1:(Passenger car) / V2:(Passenger car),V1:(No) / V2:(No),"V1:(Yes, vehicle or trailer disabled) / V2:(Yes, vehicle or trailer disabled)",V1: N  / V2: S,Clear,MIDDLESEX,25000812,"V1:(No, not federally reportable) / V2:(No, not federally reportable)","No, not federally reportable",Roadway,At Address,No hit and run,,V1:(Collision with motor vehicle in traffic) / V2:(Collision with motor vehicle in traffic),None,"No, school bus not involved",25,Not reported, V1:(Collision with motor vehicle in traffic) V2:(Collision with motor vehicle in traffic),No,,,,,,,,235984.263,909175.5529,42.43227133,-71.06268777,83, MT VERNON ST Rte N,,,,,,,,,,,1154,,,,,,Both sides,City or Town accepted road,,9,9,0,No Shoulder,30,Bituminous concrete road,0,No Shoulder,2,0,0,None,Large Urbanized Area,Local,Boston (MA-NH-RI),,Mainline roadway,Two-way traffic,No Access Control,,,MOUNT VERNON STREET,SALEM STREET,FOREST STREET,MALDEN,Good,Rolling Terrain,,,,,0,0,,,Local
5606358,MALDEN,11/7/25,Unknown,Open,2:21 PM,2025,Not reported,1,Local police,,,,,,02:00PM to 02:59PM,,,Collision with parked motor vehicle,Yes,Daylight,Unknown,4,,,, PW20254654226,Dry,Not at junction,MAPC,0,0,No controls,"Two-way, not divided",V1: Parked,V1:(Passenger car),V1:(No),V1:(No),V1: U,Clear,MIDDLESEX,25000814,"V1:(No, not federally reportable)","No, not federally reportable",Outside roadway,At Address,"Yes, hit and run",,V1:(Unknown),Unknown,"No, school bus not involved",25,Not reported,,No,,,,,,,,235502.2281,909903.4958,42.43884674,-71.06850102,1064, MAIN ST Rte 6,,,,,,,,,,,,,,,,,,Unaccepted by city or town,,0,0,0,No Shoulder,0,0,0,No Shoulder,0,0,0,None,Large Urbanized Area,Local,Boston (MA-NH-RI),,,,No Access Control,,,MAIN STREET,MAIN STREET ,CUL_DE_SAC,MALDEN,,Level Terrain,,,,,0,0,,,Local
5606360,MALDEN,11/6/25,Unknown,Open,12:46 PM,2025,Not reported,2,Local police,,,,,,12:00PM to 12:59PM,,,Collision with parked motor vehicle,Yes,Unknown,"Sideswipe, same direction",4,,,, PW20254654217,Unknown,Not at junction,MAPC,0,0,No controls,"Two-way, not divided",V1: Parked / V2: Unknown,V1:(Passenger car) / V2:(Unknown vehicle configuration),V1:(No) / V2:(No),V1:(No) / V2:(No),V1: N  / V2: N,Unknown,MIDDLESEX,25000813,"V1:(No, not federally reportable) / V2:(No, not federally reportable)","No, not federally reportable",Roadway,At Address,"Yes, hit and run",,V1:(Collision with parked motor vehicle) / V2:(Collision with parked motor vehicle),Unknown,"No, school bus not involved",25,Not reported, V1:(Collision with parked motor vehicle),No,,,,,,,,235635.4047,907957.8968,42.42132537,-71.06700244,185, MAIN ST Rte N,,,,,,,,,,,10345,2020,0.164,213,0.01,28,Both sides,City or Town accepted road,,10,10,0,No Shoulder,34,Bituminous concrete road,0,No Shoulder,2,0,0,None,Large Urbanized Area,Rural minor arterial or urban principal arterial,Boston (MA-NH-RI),,Mainline roadway,Two-way traffic,No Access Control,,30,MAIN STREET,MELROSE CITY LINE,EVERETT CITY LINE,MALDEN,Good,Level Terrain,,Pulled back from HPMS network estimation routine,,30,0,0,,,Principal Arterial - Other
5606361,MALDEN,11/4/25,Unknown,Open,8:07 PM,2025,Not reported,2,Local police,,,,,,08:00PM to 08:59PM,,,Collision with motor vehicle in traffic,Yes,Daylight,Angle,4,,,, PW20254654216,Dry,T-intersection,MAPC,0,0,No controls,"Two-way, not divided",V1: Parked / V2: Unknown,V1:(Passenger car) / V2:(Motor home/recreational vehicle),V1:(No) / V2:(No),V1:(No) / V2:(No),V1: Not Reported / V2: S,Clear,MIDDLESEX,25000810,"V1:(No, not federally reportable) / V2:(No, not federally reportable)","No, not federally reportable",Roadway,At Address,"Yes, hit and run",,V1:(Collision with motor vehicle in traffic) / V2:(Collision with parked motor vehicle),None,"No, school bus not involved",25,Not reported, V1:(Collision with motor vehicle in traffic) V2:(Collision with parked motor vehicle),No,,,,,,,,235053.3377,908806.3329,42.42898983,-71.0740234,72, SUMMER ST Rte,,,,,,,,,,,2709,2020,0.21,131,0,16,Both sides,City or Town accepted road,,10,8,0,No Shoulder,32,Bituminous concrete road,0,No Shoulder,2,0,0,None,Large Urbanized Area,Urban collector or rural minor collector,Boston (MA-NH-RI),,Mainline roadway,Two-way traffic,No Access Control,,99,SUMMER STREET,PLEASANT STREET,DEAD END,MALDEN,Fair,Level Terrain,,Grown from Prior Year HPMS Network,,99,0,0,,,Major Collector
5606362,MALDEN,11/5/25,Property damage only (none injured),Open,8:30 AM,2025,No Apparent Injury (O),2,Local police,,25-34,45-54,,,08:00AM to 08:59AM,"D1: (No improper driving)  / D2: (Operating vehicle in erratic, reckless, careless, negligent or aggressive manner) ",D1: Not Distracted / D2: Not Distracted,Collision with motor vehicle in traffic,Yes,Daylight,"Sideswipe, same direction",4,,,, PW20254654222,Dry,Four-way intersection,MAPC,0,0,Traffic control signal,"Two-way, not divided",V1: Travelling straight ahead / V2: Overtaking/passing,V1:(Passenger car) / V2:(Passenger car),V1:(No) / V2:(No),V1:(No) / V2:(No),V1: N  / V2: N,Clear,MIDDLESEX,25000811,"V1:(No, not federally reportable) / V2:(No, not federally reportable)","No, not federally reportable",Roadway,At Intersection,"Yes, hit and run",,V1:(Collision with motor vehicle in traffic) / V2:(Collision with motor vehicle in traffic),None,"No, school bus not involved",25,"Yes, device functioning", V1:(Collision with motor vehicle in traffic) V2:(Collision with motor vehicle in traffic),No,,,,,,,,239160.0601,909119.9887,42.43161806,-71.02409724,, BEACH ST Rte N  / WESLEY ST Rte W,,,,,,,,,,,20450,2009,2,2,1,1,Both sides,Massachusetts Department of Transportation,,0,6,0,No Shoulder,22,Bituminous concrete road,0,No Shoulder,2,2,3,Raised Median,Large Urbanized Area,Rural minor arterial or urban principal arterial,Boston (MA-NH-RI),,Mainline roadway,Two-way traffic,No Access Control,,30,BEACH STREET,REVERE CITY LINE,SALEM STREET,MALDEN,Good,Level Terrain,,Calculated from Partial Counts,8456,0,0,0,,,Principal Arterial - Other
5606363,MALDEN,11/3/25,Property damage only (none injured),Open,9:03 PM,2025,No Apparent Injury (O),2,Local police,,21-24,35-44,,,09:00PM to 09:59PM,"D1: (No improper driving)  / D2: (Operating vehicle in erratic, reckless, careless, negligent or aggressive manner),(Made an improper turn) ",,Collision with motor vehicle in traffic,Yes,Dark - lighted roadway,"Sideswipe, same direction",4,,,, PW20254654219,Wet,Not at junction,MAPC,0,0,No controls,"Two-way, not divided",V1: Travelling straight ahead / V2: Turning right,V1:(Passenger car) / V2:(Passenger car),V1:(No) / V2:(No),V1:(No) / V2:(No),V1: N  / V2: N,Rain,MIDDLESEX,25000806,"V1:(No, not federally reportable) / V2:(No, not federally reportable)","No, not federally reportable",Roadway,At Address,No hit and run,,V1:(Collision with motor vehicle in traffic) / V2:(Collision with motor vehicle in traffic),None,"No, school bus not involved",30,Not reported, V1:(Collision with motor vehicle in traffic) V2:(Collision with motor vehicle in traffic),No,,,,,,,,237684.8708,908407.3346,42.42527509,-71.042071,61, BROADWAY Rte N,,,,,,,,,,,20559,2020,0.33,801,0.105,224,Both sides,City or Town accepted road,,6,6,0,No Shoulder,46,Bituminous concrete road,0,No Shoulder,4,0,0,None,Large Urbanized Area,Rural minor arterial or urban principal arterial,Boston (MA-NH-RI),,Mainline roadway,Two-way traffic,No Access Control,,35,BROADWAY,EVERETT CITY LINE,MELROSE CITY LINE,MALDEN,Good,Level Terrain,,Grown from Prior Year HPMS Network,,35,0,0,,,Principal Arterial - Other
5606365,MALDEN,11/3/25,Non-fatal injury,Open,3:50 PM,2025,Possible Injury (C),1,Local police,,45-54,45-54,<6,35-44,03:00PM to 03:59PM,D1: (Distracted) ,"D1: Other activity, electronic device",Collision with pedestrian,Yes,Daylight,Single vehicle crash,4, VU2: Entering or crossing location / VU3: Entering or crossing location, VU2: Marked crosswalk at intersection (includes use of paint raised or other roadway material) / VU3: Marked crosswalk at intersection (includes use of paint raised or other roadway material), VU2: Pedestrian / VU3: Pedestrian, PW20254654227,Dry,Four-way intersection,MAPC,0,1,Traffic control signal,"Two-way, not divided",V1: Travelling straight ahead,V1:(Passenger car),V1:(No),"V1:(Yes, vehicle or trailer disabled)",V1: S,Clear,MIDDLESEX,25000803,"V1:(No, not federally reportable)","No, not federally reportable",Roadway,At Intersection,No hit and run,,V1:(Collision with pedestrian),None,"No, school bus not involved",25,"Yes, device functioning", V1:(Collision with pedestrian),No," VU2:(Crossing Roadway) VU3:(Crossing Roadway),(Collision with motor vehicle in transport)", VU2:(Not Distracted) VU3:(Not Distracted), VU2: VU Crossing Signal / VU3: VU Crossing Signal, VU2: Other / VU3: Other, VU2:(None) VU3:(None), VU2: No / VU3: No, VU2: No / VU3: No,236638.6877,908457.25,42.42577432,-71.05478033,, BRYANT ST Rte E  / CROSS ST Rte S,,,,,,,,,,,7076,2020,0.232,346,0,42,Both sides,City or Town accepted road,,9,9,0,No Shoulder,40,Bituminous concrete road,0,No Shoulder,2,0,0,None,Large Urbanized Area,Urban minor arterial or rural major collector,Boston (MA-NH-RI),,Mainline roadway,Two-way traffic,No Access Control,,20,BRYANT STREET,SALEM STREET,EVERETT CITY LINE,MALDEN,Good,Level Terrain,,Grown from Prior Year HPMS Network,,20,0,0,,,Minor Arterial
5606366,MALDEN,11/2/25,Unknown,Open,1:38 AM,2025,Not reported,2,Local police,,,,,,01:00AM to 01:59AM,,,Collision with parked motor vehicle,Yes,Dark - lighted roadway,"Sideswipe, same direction",4,,,, PW20254654220,Dry,Not at junction,MAPC,0,0,No controls,"Two-way, not divided",V1: Travelling straight ahead / V2: Parked,"V1:(Passenger car) / V2:(Light truck(van, mini-van, pickup, sport utility))",V1:(No) / V2:(No),"V1:(Yes, vehicle or trailer disabled) / V2:(Yes, vehicle or trailer disabled)",V1: W  / V2: U,Clear,MIDDLESEX,25000800,"V1:(No, not federally reportable) / V2:(No, not federally reportable)","No, not federally reportable",Roadway,At Address,No hit and run,,V1:(Collision with parked motor vehicle) / V2:(Collision with motor vehicle in traffic),None,"No, school bus not involved",25,Not reported, V1:(Collision with parked motor vehicle) V2:(Collision with motor vehicle in traffic),No,,,,,,,,236998.5092,908626.2095,42.42727839,-71.05039717,45, BOWDOIN ST Rte W,,,,,,,,,,,1154,,,,,,Both sides,City or Town accepted road,,5,7,0,No Shoulder,40,Bituminous concrete road,0,No Shoulder,2,0,0,None,Large Urbanized Area,Local,Boston (MA-NH-RI),,Mainline roadway,Two-way traffic,No Access Control,,,BOWDOIN STREET,NEWLAND STREET,WILLOW STREET,MALDEN,Good,Level Terrain,,,,,0,0,,,Local
5606367,MALDEN,11/11/25,Property damage only (none injured),Open,6:46 AM,2025,No Apparent Injury (O),1,Local police,,25-34,25-34,,,06:00AM to 06:59AM,D1: (Unknown) ,,Collision with motor vehicle in traffic,Yes,Daylight,Angle,4,,,, PW20254654230,Dry,Not at junction,MAPC,0,0,No controls,"Two-way, not divided",V1: Slowing or stopped in traffic,V1:(Passenger car),V1:(No),V1:(No),V1: E,Clear/Clear,MIDDLESEX,25000821,"V1:(No, not federally reportable)","No, not federally reportable",Roadway,At Address,"Yes, hit and run",,V1:(Collision with motor vehicle in traffic),None,"No, school bus not involved",25,Not reported, V1:(Collision with motor vehicle in traffic),No,,,,,,,,235237.4903,908929.397,42.43008942,-71.07177806,58, MOUNTAIN AVE Rte E,,,,,,,,,,,2766,2020,0.21,134,0,17,Both sides,City or Town accepted road,,9,9,0,No Shoulder,30,Bituminous concrete road,0,No Shoulder,2,0,0,None,Large Urbanized Area,Urban collector or rural minor collector,Boston (MA-NH-RI),,Mainline roadway,Two-way traffic,No Access Control,,99,MOUNTAIN AVENUE,EVERETT STREET ,MOUNT VERNON STREET,MALDEN,Good,Level Terrain,,Grown from Prior Year HPMS Network,,99,0,0,,,Major Collector
5606368,MALDEN,11/9/25,Non-fatal injury,Open,12:37 PM,2025,Suspected Minor Injury (B),2,Local police,,35-44,65-74,,,12:00PM to 12:59PM,D1: (No improper driving)  / D2: (Unknown) ,,Collision with motor vehicle in traffic,Yes,Daylight,Angle,4,,,, PW20254654232,Dry,T-intersection,MAPC,0,1,Stop signs,"Two-way, not divided",V1: Travelling straight ahead / V2: Turning left,"V1:(Passenger car) / V2:(Light truck(van, mini-van, pickup, sport utility))",V1:(No) / V2:(No),V1:(No) / V2:(No),V1: E  / V2: W,Clear,MIDDLESEX,25000817,"V1:(No, not federally reportable) / V2:(No, not federally reportable)","No, not federally reportable",Roadway,At Intersection,No hit and run,,V1:(Collision with motor vehicle in traffic) / V2:(Collision with motor vehicle in traffic),None,"No, school bus not involved",25,"Yes, device functioning", V1:(Collision with motor vehicle in traffic) V2:(Collision with motor vehicle in traffic),No,,,,,,,,236472.5155,909054.5001,42.43115886,-71.05676185,, FAULKNER ST Rte N  / SALEM ST Rte E,,,,,,,,,,,1154,,,,,,Both sides,City or Town accepted road,,7,7,0,No Shoulder,24,Bituminous concrete road,0,No Shoulder,2,0,0,None,Large Urbanized Area,Local,Boston (MA-NH-RI),,Mainline roadway,One-way traffic,No Access Control,,,FAULKNER STREET,CROSS STREET,SALEM STREET,MALDEN,Good,Level Terrain,,,,,0,0,,,Local
5606369,MALDEN,11/4/25,Non-fatal injury,Open,4:02 PM,2025,Suspected Minor Injury (B),1,Local police,,65-74,65-74,16-20,16-20,04:00PM to 04:59PM,D1: (Glare) ,,Collision with pedestrian,Yes,Dusk,Angle,4, VU2: Entering or crossing location, VU2: Marked crosswalk at intersection (includes use of paint raised or other roadway material), VU2: Pedestrian, PW20254654235,Dry,Four-way intersection,MAPC,0,1,Traffic control signal,"Two-way, divided, unprotected median",V1: Travelling straight ahead,"V1:(Light truck(van, mini-van, pickup, sport utility))",V1:(No),V1:(No),V1: W,Clear,MIDDLESEX,25000808,"V1:(No, not federally reportable)","No, not federally reportable",Roadway,At Intersection,No hit and run,,V1:(Collision with pedestrian),Other,"No, school bus not involved",25,"Yes, device functioning", V1:(Collision with pedestrian),No," VU2:(Crossing Roadway),(Collision with motor vehicle in transport)",, VU2: VU Crossing Signal, VU2: Other, VU2:(Crossing of Roadway or Intersection),,,236369.5626,909026.6248,42.43091272,-71.05801473,, PIERCE ST Rte S  / SALEM ST Rte W,,,,,,,,,,,3581,2020,,,,,Both sides,City or Town accepted road,,7,7,0,No Shoulder,30,Bituminous concrete road,0,No Shoulder,2,0,0,None,Large Urbanized Area,Urban collector or rural minor collector,Boston (MA-NH-RI),,Mainline roadway,Two-way traffic,No Access Control,,99,PIERCE STREET,FOREST STREET,SALEM STREET,MALDEN,Good,Rolling Terrain,,Pulled back from HPMS network estimation routine,,99,0,0,,,Major Collector
5606370,MALDEN,11/3/25,Unknown,Open,7:39 PM,2025,Not reported,1,Local police,,,,,,07:00PM to 07:59PM,,,Collision with parked motor vehicle,Yes,Unknown,Unknown,4,,,, PW20254654234,Unknown,Not at junction,MAPC,0,0,No controls,"Two-way, not divided",V1: Parked,V1:(Passenger car),V1:(No),V1:(No),V1: U,Unknown,MIDDLESEX,25000805,"V1:(No, not federally reportable)","No, not federally reportable",Roadside,At Address,"Yes, hit and run",,V1:(Collision with parked motor vehicle),Unknown,"No, school bus not involved",25,"Yes, device functioning", V1:(Collision with parked motor vehicle),No,,,,,,,,237051.0747,909148.0857,42.43197409,-71.04972494,539, SALEM ST Rte 6,,,,,,,,,,,13514,2020,0.477,661,0.068,81,Both sides,City or Town accepted road,,9,9,0,No Shoulder,40,Bituminous concrete road,0,No Shoulder,2,0,0,None,Large Urbanized Area,Urban minor arterial or rural major collector,Boston (MA-NH-RI),,Mainline roadway,Two-way traffic,No Access Control,,30,SALEM STREET,MAIN STREET ,,MALDEN,Good,Level Terrain,,Grown from Prior Year HPMS Network,,30,0,0,,,Minor Arterial
5606371,MALDEN,11/10/25,Property damage only (none injured),Open,8:50 PM,2025,No Apparent Injury (O),1,Local police,,16-17,16-17,,,08:00PM to 08:59PM,D1: (Unknown) ,,Collision with other movable object,Yes,Dark - lighted roadway,Angle,4,,,, PW20254654238,Wet,Not at junction,MAPC,0,0,No controls,"Two-way, divided, unprotected median",V1: Turning left,V1:(Passenger car),V1:(No),V1:(No),V1: W,Cloudy,MIDDLESEX,25000820,"V1:(No, not federally reportable)","No, not federally reportable",Outside roadway,At Address,No hit and run,,"V1:(Collision with other fixed object (wall, building, tunnel, etc.))","Road surface condition (wet, icy, snow, slush, etc.)","No, school bus not involved",25,Not reported," V1:(Collision with other fixed object(wall, building, tunnel, etc.))",No,,,,,,,,236316.1064,909910.915,42.43887604,-71.05860874,269, FOREST ST Rte W,,,,,,,,,,,7290,2020,0.21,358,0,43,Both sides,City or Town accepted road,,7,7,0,No Shoulder,25,Bituminous concrete road,0,No Shoulder,2,0,0,None,Large Urbanized Area,Urban collector or rural minor collector,Boston (MA-NH-RI),,Mainline roadway,Two-way traffic,No Access Control,,99,FOREST STREET,MELROSE CITY LINE,MAIN STREET,MALDEN,Good,Level Terrain,,Grown from Prior Year HPMS Network,,99,0,0,,,Major Collector
5606372,MALDEN,11/12/25,Property damage only (none injured),Open,4:00 AM,2025,No Apparent Injury (O),1,Local police,,55-64,55-64,,,04:00AM to 04:59AM,D1: (No improper driving) ,D1: Not Distracted,Collision with other light pole or other post/support,Low Confidence,Dark - lighted roadway,Single vehicle crash,4,,,, PW20254654239,Dry,T-intersection,MAPC,0,0,No controls,"Two-way, divided, unprotected median",V1: Backing,V1:(Tractor/semi-trailer),V1:(No),V1:(No),V1: E,Cloudy,MIDDLESEX,25000826,"V1:(No, not federally reportable)","No, not federally reportable",Roadside,,No hit and run,,V1:(Collision with light pole or other post/support),None,"No, school bus not involved",25,Not reported, V1:(Collision with light  pole or other post/support),No,,,,,,,,,,,,, SALEM ST Rte E  / FRANKLIN ST Rte S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SALEM STREET,MAIN STREET ,,MALDEN,,,,,,,,,,,
5606373,MALDEN,11/2/25,Property damage only (none injured),Open,11:18 AM,2025,No Apparent Injury (O),2,Local police,,35-44,55-64,,,11:00AM to 11:59AM,D1: (No improper driving)  / D2: (Failed to yield right of way) ,D1: Not Distracted / D2: Not Distracted,Collision with motor vehicle in traffic,Yes,Daylight,Angle,4,,,, PW20254654233,Dry,Not at junction,MAPC,0,0,No controls,"Two-way, not divided",V1: Travelling straight ahead / V2: Entering traffic lane,"V1:(Passenger car) / V2:(Light truck(van, mini-van, pickup, sport utility))",V1:(No) / V2:(No),"V1:(Yes, vehicle or trailer disabled) / V2:(No)",V1: N  / V2: N,Clear,MIDDLESEX,25000801,"V1:(No, not federally reportable) / V2:(No, not federally reportable)","No, not federally reportable",Roadway,Operator Designated,No hit and run,,V1:(Collision with motor vehicle in traffic) / V2:(Collision with motor vehicle in traffic),None,"No, school bus not involved",25,"No, device not functioning"," V1:(Collision with motor vehicle in traffic),(Collision with curb) V2:(Collision with motor vehicle in traffic)",No,,,,,,,,237898.8123,909201.4372,42.43241364,-71.03941923,, BROADWAY Rte SR99 S  / WEBSTER STREET,,,,,,,,,,,24974,2020,0.33,974,0.105,275,Both sides,City or Town accepted road,,10,10,0,No Shoulder,44,Bituminous concrete road,0,No Shoulder,2,0,0,None,Large Urbanized Area,Rural minor arterial or urban principal arterial,Boston (MA-NH-RI),,Mainline roadway,Two-way traffic,No Access Control,,30,BROADWAY,EVERETT CITY LINE,MELROSE CITY LINE,MALDEN,Good,Level Terrain,,Grown from Prior Year HPMS Network,,30,0,0,,,Principal Arterial - Other
5606374,MALDEN,11/4/25,Property damage only (none injured),Open,7:24 PM,2025,No Apparent Injury (O),1,Local police,,25-34,25-34,,,07:00PM to 07:59PM,D1: (No improper driving) ,,Collision with tree,Yes,Dark - roadway not lighted,Single vehicle crash,4,,,, PW20254654240,Dry,Not at junction,MAPC,0,0,No controls,"Two-way, not divided",V1: Travelling straight ahead,"V1:(Light truck(van, mini-van, pickup, sport utility))",V1:(No),"V1:(Yes, vehicle or trailer disabled)",V1: E,Clear,MIDDLESEX,25000809,"V1:(No, not federally reportable)","No, not federally reportable",Roadway,At Address,No hit and run,,V1:(Collision with tree),None,"No, school bus not involved",25,"No, device not functioning", V1:(Collision with tree),No,,,,,,,,237471.227,909854.14,42.43831026,-71.04457318,66, CLIFF ST Rte E,,,,,,,,,,,1154,,,,,,Both sides,City or Town accepted road,,4,4,0,No Shoulder,22,Surface-treated road,6,Stable - Unruttable compacted subgrade,2,0,0,None,Large Urbanized Area,Local,Boston (MA-NH-RI),,Mainline roadway,Two-way traffic,No Access Control,,,CLIFF STREET,VALLEY STREET,LEBANON STREET,MALDEN,Good,Level Terrain,,,,,0,0,,,Local
5606375,MALDEN,11/8/25,Property damage only (none injured),Open,6:06 PM,2025,No Apparent Injury (O),2,Local police,,45-54,45-54,,,06:00PM to 06:59PM,D1: (Inattention)  / D2: (No improper driving) ,D1: Not Distracted / D2: Not Distracted,Collision with motor vehicle in traffic,Yes,Dark - lighted roadway,Angle,4,,,, PW20254654231,Dry,Not at junction,MAPC,0,0,No controls,"Two-way, divided, unprotected median",V1: Entering traffic lane / V2: Travelling straight ahead,V1:(Passenger car) / V2:(Passenger car),V1:(No) / V2:(No),V1:(No) / V2:(No),V1: N  / V2: N,Clear,MIDDLESEX,25000816,"V1:(No, not federally reportable) / V2:(No, not federally reportable)","No, not federally reportable",Roadway,At Address,No hit and run,,V1:(Collision with motor vehicle in traffic) / V2:(Collision with motor vehicle in traffic),None,"Yes, school bus involved",25,Not reported, V1:(Collision with motor vehicle in traffic) V2:(Collision with motor vehicle in traffic),No,,,,,,,,237751.4822,908648.749,42.4274452,-71.04124581,126, BROADWAY Rte N,,,,,,,,,,,20559,2020,0.33,801,0.105,224,Both sides,City or Town accepted road,,6,6,0,No Shoulder,46,Bituminous concrete road,0,No Shoulder,4,0,0,None,Large Urbanized Area,Rural minor arterial or urban principal arterial,Boston (MA-NH-RI),,Mainline roadway,Two-way traffic,No Access Control,,35,BROADWAY,EVERETT CITY LINE,MELROSE CITY LINE,MALDEN,Good,Level Terrain,,Grown from Prior Year HPMS Network,,35,0,0,,,Principal Arterial - Other
